file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251104.xlsx,7011,64,30,300,95.0
ticks_20251104.xlsx,7011,48,45,300,25.0
ticks_20251104.xlsx,7011,46,60,300,-54.0
ticks_20251104.xlsx,7011,38,75,300,-36.0
ticks_20251104.xlsx,7011,48,90,300,-42.0
ticks_20251104.xlsx,7011,52,105,300,-48.0
ticks_20251104.xlsx,7011,44,120,300,9.0
ticks_20251104.xlsx,7011,34,135,300,43.0
ticks_20251104.xlsx,7011,26,150,300,17.0
ticks_20251104.xlsx,7011,30,165,300,30.0
ticks_20251104.xlsx,7011,30,180,300,34.0
ticks_20251104.xlsx,7011,76,30,360,31.0
ticks_20251104.xlsx,7011,50,45,360,-22.0
ticks_20251104.xlsx,7011,46,60,360,-102.0
ticks_20251104.xlsx,7011,42,75,360,-74.0
ticks_20251104.xlsx,7011,38,90,360,-28.0
ticks_20251104.xlsx,7011,36,105,360,-25.0
ticks_20251104.xlsx,7011,26,120,360,-14.0
ticks_20251104.xlsx,7011,28,135,360,-2.0
ticks_20251104.xlsx,7011,20,150,360,27.0
ticks_20251104.xlsx,7011,20,165,360,38.0
ticks_20251104.xlsx,7011,18,180,360,35.0
ticks_20251104.xlsx,7011,60,30,420,25.0
ticks_20251104.xlsx,7011,50,45,420,0.0
ticks_20251104.xlsx,7011,38,60,420,-28.0
ticks_20251104.xlsx,7011,22,75,420,23.0
ticks_20251104.xlsx,7011,24,90,420,50.0
ticks_20251104.xlsx,7011,20,105,420,39.0
ticks_20251104.xlsx,7011,22,120,420,47.0
ticks_20251104.xlsx,7011,18,135,420,121.0
ticks_20251104.xlsx,7011,6,150,420,90.0
ticks_20251104.xlsx,7011,10,165,420,99.0
ticks_20251104.xlsx,7011,14,180,420,62.0
ticks_20251104.xlsx,7011,60,30,480,47.0
ticks_20251104.xlsx,7011,38,45,480,46.0
ticks_20251104.xlsx,7011,36,60,480,-37.0
ticks_20251104.xlsx,7011,38,75,480,-17.0
ticks_20251104.xlsx,7011,26,90,480,43.0
ticks_20251104.xlsx,7011,20,105,480,17.0
ticks_20251104.xlsx,7011,20,120,480,8.0
ticks_20251104.xlsx,7011,24,135,480,64.0
ticks_20251104.xlsx,7011,12,150,480,81.0
ticks_20251104.xlsx,7011,14,165,480,84.0
ticks_20251104.xlsx,7011,14,180,480,68.0
ticks_20251104.xlsx,7011,54,30,540,77.0
ticks_20251104.xlsx,7011,32,45,540,77.0
ticks_20251104.xlsx,7011,30,60,540,-9.0
ticks_20251104.xlsx,7011,24,75,540,-10.0
ticks_20251104.xlsx,7011,22,90,540,47.0
ticks_20251104.xlsx,7011,22,105,540,16.0
ticks_20251104.xlsx,7011,24,120,540,41.0
ticks_20251104.xlsx,7011,26,135,540,76.0
ticks_20251104.xlsx,7011,28,150,540,74.0
ticks_20251104.xlsx,7011,20,165,540,65.0
ticks_20251104.xlsx,7011,12,180,540,67.0
ticks_20251104.xlsx,7011,44,30,600,76.0
ticks_20251104.xlsx,7011,28,45,600,47.0
ticks_20251104.xlsx,7011,24,60,600,-7.0
ticks_20251104.xlsx,7011,18,75,600,13.0
ticks_20251104.xlsx,7011,14,90,600,62.0
ticks_20251104.xlsx,7011,16,105,600,48.0
ticks_20251104.xlsx,7011,18,120,600,58.0
ticks_20251104.xlsx,7011,20,135,600,105.0
ticks_20251104.xlsx,7011,18,150,600,69.0
ticks_20251104.xlsx,7011,16,165,600,67.0
ticks_20251104.xlsx,7011,14,180,600,68.0
ticks_20251104.xlsx,7011,32,30,660,95.0
ticks_20251104.xlsx,7011,26,45,660,97.0
ticks_20251104.xlsx,7011,20,60,660,-13.0
ticks_20251104.xlsx,7011,16,75,660,14.0
ticks_20251104.xlsx,7011,14,90,660,63.0
ticks_20251104.xlsx,7011,16,105,660,58.0
ticks_20251104.xlsx,7011,16,120,660,96.0
ticks_20251104.xlsx,7011,18,135,660,95.0
ticks_20251104.xlsx,7011,10,150,660,71.0
ticks_20251104.xlsx,7011,12,165,660,77.0
ticks_20251104.xlsx,7011,8,180,660,75.0
ticks_20251104.xlsx,7011,40,30,720,118.0
ticks_20251104.xlsx,7011,28,45,720,113.0
ticks_20251104.xlsx,7011,18,60,720,-8.0
ticks_20251104.xlsx,7011,16,75,720,18.0
ticks_20251104.xlsx,7011,18,90,720,64.0
ticks_20251104.xlsx,7011,18,105,720,65.0
ticks_20251104.xlsx,7011,16,120,720,82.0
ticks_20251104.xlsx,7011,14,135,720,73.0
ticks_20251104.xlsx,7011,12,150,720,63.0
ticks_20251104.xlsx,7011,10,165,720,77.0
ticks_20251104.xlsx,7011,14,180,720,66.0
ticks_20251104.xlsx,7011,32,30,780,143.0
ticks_20251104.xlsx,7011,26,45,780,106.0
ticks_20251104.xlsx,7011,18,60,780,35.0
ticks_20251104.xlsx,7011,14,75,780,14.0
ticks_20251104.xlsx,7011,16,90,780,62.0
ticks_20251104.xlsx,7011,18,105,780,55.0
ticks_20251104.xlsx,7011,18,120,780,65.0
ticks_20251104.xlsx,7011,16,135,780,84.0
ticks_20251104.xlsx,7011,14,150,780,37.0
ticks_20251104.xlsx,7011,10,165,780,67.0
ticks_20251104.xlsx,7011,10,180,780,69.0
ticks_20251104.xlsx,7011,32,30,840,104.0
ticks_20251104.xlsx,7011,26,45,840,87.0
ticks_20251104.xlsx,7011,20,60,840,14.0
ticks_20251104.xlsx,7011,18,75,840,-1.0
ticks_20251104.xlsx,7011,18,90,840,37.0
ticks_20251104.xlsx,7011,18,105,840,57.0
ticks_20251104.xlsx,7011,20,120,840,64.0
ticks_20251104.xlsx,7011,14,135,840,72.0
ticks_20251104.xlsx,7011,10,150,840,69.0
ticks_20251104.xlsx,7011,10,165,840,79.0
ticks_20251104.xlsx,7011,12,180,840,77.0
ticks_20251104.xlsx,7011,28,30,900,90.0
ticks_20251104.xlsx,7011,28,45,900,59.0
ticks_20251104.xlsx,7011,18,60,900,29.0
ticks_20251104.xlsx,7011,16,75,900,9.0
ticks_20251104.xlsx,7011,10,90,900,73.0
ticks_20251104.xlsx,7011,14,105,900,65.0
ticks_20251104.xlsx,7011,14,120,900,83.0
ticks_20251104.xlsx,7011,10,135,900,106.0
ticks_20251104.xlsx,7011,4,150,900,76.0
ticks_20251104.xlsx,7011,8,165,900,61.0
ticks_20251104.xlsx,7011,6,180,900,87.0
