,ts,price,volume,vwap,ma1,cross1,cross2,lower,upper,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-26 09:00:06,1772064006.3390603,1465.0,652500.0,1465.0,1465.0,0.0,0.0,1465.0,1465.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:08,1772064008.333281,1462.0,669800.0,1462.0,1463.5,0.0,0.0,1457.5,1469.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:10,1772064010.3438213,1457.0,674300.0,1460.967889908257,1461.3333333333333,0.0,0.0,1445.0,1477.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:12,1772064012.341504,1456.0,684500.0,1459.384375,1460.0,0.0,0.0,1445.0,1477.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:14,1772064014.3367698,1456.0,684500.0,1459.384375,1459.2,-1.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:16,1772064016.335847,1455.0,689500.0,1458.791891891892,1458.5,0.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:18,1772064018.343757,1460.0,694800.0,1458.9432624113474,1458.7142857142858,0.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:20,1772064020.3325987,1461.5,695800.0,1459.0023094688222,1459.0625,1.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:22,1772064022.3325849,1462.0,696500.0,1459.05,1459.388888888889,0.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:24,1772064024.3393593,1462.0,699100.0,1459.2145922746781,1459.65,0.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:26,1772064026.3372488,1460.5,700500.0,1459.2520833333333,1459.7272727272727,0.0,0.0,1447.0,1471.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:28,1772064028.3466141,1459.0,702200.0,1459.2434607645876,1459.6666666666667,0.0,0.0,1449.5,1469.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:30,1772064030.3613873,1458.0,707400.0,1459.1256830601094,1459.5384615384614,0.0,0.0,1449.5,1469.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:32,1772064032.3758986,1460.5,708100.0,1459.1429856115108,1459.607142857143,0.0,0.0,1449.5,1469.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:34,1772064034.3895996,1460.0,713100.0,1459.2136963696369,1459.6333333333334,0.0,0.0,1449.5,1469.5,0.0,0.0,0.0,0.0,0.0,1.0
