file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251106.xlsx,7011,100,60,300,3,-26.0
ticks_20251106.xlsx,7011,100,90,300,3,37.0
ticks_20251106.xlsx,7011,90,120,300,3,54.0
ticks_20251106.xlsx,7011,98,60,600,3,-73.0
ticks_20251106.xlsx,7011,92,90,600,3,-65.0
ticks_20251106.xlsx,7011,62,120,600,3,-54.0
ticks_20251106.xlsx,7011,64,60,900,3,-10.0
ticks_20251106.xlsx,7011,60,90,900,3,-96.0
ticks_20251106.xlsx,7011,58,120,900,3,-8.0
ticks_20251106.xlsx,7011,56,60,300,5,-40.0
ticks_20251106.xlsx,7011,42,90,300,5,64.0
ticks_20251106.xlsx,7011,30,120,300,5,-3.0
ticks_20251106.xlsx,7011,44,60,600,5,-39.0
ticks_20251106.xlsx,7011,38,90,600,5,-30.0
ticks_20251106.xlsx,7011,26,120,600,5,-39.0
ticks_20251106.xlsx,7011,34,60,900,5,-40.0
ticks_20251106.xlsx,7011,30,90,900,5,-55.0
ticks_20251106.xlsx,7011,30,120,900,5,-14.0
ticks_20251106.xlsx,7011,26,60,300,7,-49.0
ticks_20251106.xlsx,7011,16,90,300,7,-11.0
ticks_20251106.xlsx,7011,16,120,300,7,7.0
ticks_20251106.xlsx,7011,18,60,600,7,7.0
ticks_20251106.xlsx,7011,16,90,600,7,14.0
ticks_20251106.xlsx,7011,10,120,600,7,-26.0
ticks_20251106.xlsx,7011,14,60,900,7,-29.0
ticks_20251106.xlsx,7011,12,90,900,7,-17.0
ticks_20251106.xlsx,7011,12,120,900,7,7.0
