file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251106.xlsx,7011,32,30,300,2.0
ticks_20251106.xlsx,7011,22,45,300,2.0
ticks_20251106.xlsx,7011,26,60,300,-49.0
ticks_20251106.xlsx,7011,18,75,300,-26.0
ticks_20251106.xlsx,7011,16,90,300,-11.0
ticks_20251106.xlsx,7011,14,105,300,-7.0
ticks_20251106.xlsx,7011,16,120,300,7.0
ticks_20251106.xlsx,7011,14,135,300,2.0
ticks_20251106.xlsx,7011,12,150,300,3.0
ticks_20251106.xlsx,7011,12,165,300,27.0
ticks_20251106.xlsx,7011,18,180,300,27.0
ticks_20251106.xlsx,7011,20,30,360,-29.0
ticks_20251106.xlsx,7011,20,45,360,-39.0
ticks_20251106.xlsx,7011,18,60,360,11.0
ticks_20251106.xlsx,7011,20,75,360,3.0
ticks_20251106.xlsx,7011,16,90,360,12.0
ticks_20251106.xlsx,7011,14,105,360,25.0
ticks_20251106.xlsx,7011,16,120,360,0.0
ticks_20251106.xlsx,7011,12,135,360,22.0
ticks_20251106.xlsx,7011,12,150,360,21.0
ticks_20251106.xlsx,7011,10,165,360,37.0
ticks_20251106.xlsx,7011,12,180,360,37.0
ticks_20251106.xlsx,7011,28,30,420,-4.0
ticks_20251106.xlsx,7011,24,45,420,27.0
ticks_20251106.xlsx,7011,22,60,420,18.0
ticks_20251106.xlsx,7011,18,75,420,17.0
ticks_20251106.xlsx,7011,18,90,420,13.0
ticks_20251106.xlsx,7011,18,105,420,21.0
ticks_20251106.xlsx,7011,16,120,420,20.0
ticks_20251106.xlsx,7011,10,135,420,30.0
ticks_20251106.xlsx,7011,10,150,420,54.0
ticks_20251106.xlsx,7011,8,165,420,48.0
ticks_20251106.xlsx,7011,8,180,420,30.0
ticks_20251106.xlsx,7011,26,30,480,5.0
ticks_20251106.xlsx,7011,24,45,480,-1.0
ticks_20251106.xlsx,7011,20,60,480,-1.0
ticks_20251106.xlsx,7011,16,75,480,-18.0
ticks_20251106.xlsx,7011,18,90,480,34.0
ticks_20251106.xlsx,7011,14,105,480,32.0
ticks_20251106.xlsx,7011,10,120,480,25.0
ticks_20251106.xlsx,7011,8,135,480,20.0
ticks_20251106.xlsx,7011,10,150,480,13.0
ticks_20251106.xlsx,7011,8,165,480,30.0
ticks_20251106.xlsx,7011,8,180,480,26.0
ticks_20251106.xlsx,7011,24,30,540,7.0
ticks_20251106.xlsx,7011,18,45,540,-4.0
ticks_20251106.xlsx,7011,20,60,540,35.0
